date_time,executed_price,capital,signal,order_status,order_type,profit_loss%,stop_loss
2020-05-13 23:57:00,9309.37,14032.987924003606,2,LONG,Market,0.024113675912531066,8378.433
2020-05-16 23:57:00,9381.27,14120.320838749794,-2,SHORT,Market,0.0077234012613098015,10319.397
2020-05-17 23:57:00,9680.04,13649.443434048118,2,LONG,Market,-0.03184750039173805,8712.036
2020-05-20 23:57:00,9511.43,13391.218943752227,-2,SHORT,Market,-0.017418316453237857,10462.573
2020-05-26 23:57:00,8841.18,14314.782491468257,2,LONG,Market,0.07046784763174412,7957.062
2020-06-03 23:57:00,9666.24,15629.167572352135,-2,SHORT,Market,0.09332012242709678,10632.864
2020-06-04 23:57:00,9789.06,15407.138397784965,2,LONG,Market,-0.012706078061376472,8810.153999999999
2020-06-06 23:57:00,9666.3,15190.814009843894,-2,SHORT,Market,-0.012540529938523231,10632.929999999998
2020-06-07 23:57:00,9746.99,15041.221587650363,2,LONG,Market,-0.008347558010821153,8772.291
2020-06-08 23:57:00,9782.01,15072.701421465274,-2,SHORT,Market,0.003592904065768041,10760.211
2020-06-09 23:57:00,9772.43,15064.85380176032,2,LONG,Market,0.0009793488250369737,8795.187
2020-06-10 23:57:00,9885.0,15215.79069755873,-2,SHORT,Market,0.011519141093873244,10873.5
2020-06-13 23:57:00,9473.34,15826.627345205565,2,LONG,Market,0.04164491654021243,8526.006
